sel;sta;tip;ny;name;uhom;nsx;pn;qn;pg;qg;vzd;qmin;qmax;bshr;gshr;vras;delta;qnr;pnr 
0;0;Нагр;3131;ПС 110 кВ Михайловка;110;1;10.5;2.4;;;;;;;;117.12;-12.62;3;11 
0;0;Нагр;3103;ПС 220 кВ Тында ОРУ 110 кВ;110;70302;32.5;9.9;;;;;;;;120.06;-28.92;16;36 
0;0;Нагр;3102;ПС 220 кВ Тында ср.т. АТ-2;220;0;;;;;;;;;;225.46;-28.27;; 
0;0;Нагр;3101;ПС 220 кВ Тында ср.т. АТ-1;220;0;;;;;;;;;;219.7;-29.16;; 
0;0;Нагр;3311;Райчихинская ГРЭС ОРУ 110 кВ;110;1;36.1;19.7;;;;;;;;119.88;-10.37;23;38 
0;0;Нагр;3450;ПС 220 кВ Чалганы/т;220;1;11;21.2;;;;;;;;232.29;-18.12;23;11 
0;0;Нагр;3480;ПС 220 кВ Варваровка;220;1;13.1;1.6;;;;;;;;236.93;-11.04;2;14 
0;0;Нагр;4312;Нерюнгринская ГРЭС 2СШ-220;220;0;;;;;;;;;;235.91;-23.34;; 
0;0;Нагр;3823;ПС 220 кВ Сковородино ср.т. АТ-2 ;220;0;;;;;;;;;;217.15;-32.05;; 
0;0;Нагр;3822;ПС 220 кВ Сковородино 1С ОРУ 110 кВ;110;70301;20.4;6.4;;;;;;;;105.05;-32.12;5;20 
0;0;Нагр;3464;ПС 220 кВ Благовещенская 2С-220 кВ;220;0;;;;;;;;;;234.27;-12.83;; 
0;0;Нагр;3468;ПС 220 кВ Благовещенская ОРУ 35 кВ;35;2;0.7;0.1;;;;;;;;38.29;-11.64;;1 
0;0;Нагр;3467;ПС 220 кВ Благовещенская ср.т. АТ-1 ;220;0;;;;;;;;;;229.06;-11.52;; 
0;0;Нагр;3466;ПС 220 кВ Благовещенская ср.т. АТ-2 ;220;0;;;;;;;;;;229.5;-11.64;; 
0;0;Нагр;3142;ПС 110 кВ Сетевая 2С-110 кВ;110;1;31.1;8.7;;;;;;;;118.37;-11.41;10;33 
0;0;Нагр;3141;ПС 110 кВ Сетевая 1С-110 кВ;110;1;13.7;3.7;;;;;;;;118.41;-11.39;4;14 
0;0;Нагр;4329;ПС 110 кВ СХК 2С;110;1;21.8;9;;;;;;;;119.9;-19.34;11;23 
0;0;Нагр;4328;ПС 110 кВ СХК 1С;110;1;21.8;9;;;;;;;;119.86;-19.36;11;23 
0;0;Нагр;4320;ПС 110 кВ Обогатительная Фабрика 2C;110;1;13.4;6.7;;;;;;;;119.94;-19.4;8;14 
0;0;Нагр;4319;ПС 110 кВ Обогатительная Фабрика 1C;110;1;13.4;6.7;;;;;;;;119.94;-19.4;8;14 
0;0;Нагр;4123;ПС 110 кВ ЗИФ 1С;110;1;4.9;0.6;;;;;;;;115.52;-38.11;1;5 
0;0;Нагр;4124;ПС 110 кВ ЗИФ 2С;110;1;4.9;0.6;;;;;;;;115.51;-38.11;1;5 
0;0;Нагр;4114;ПС 110 кВ Денисовская 1С;110;1;1.4;0.4;;;;;;;;119.61;-19.99;1;1 
0;0;Нагр;3474;ПС 220 кВ Короли/т;220;1;18.8;7;;;;;;;;236.18;-11.48;8;20 
0;0;Нагр;3473;ПС 220 кВ Белогорск/т;220;1;25;13.7;;;;;;;;233.12;-13.87;15;26 
0;0;Нагр;3456;ПП 220 кВ Зея;220;1;0.2;1.9;;;;;;;;235.04;-15.85;2; 
0;0;Нагр;3457;ПС 220 кВ Шимановск/т;220;1;8.3;2.5;;;;;;;;234.96;-16.45;3;9 
0;0;Нагр;3418;ПС 220 кВ Олекма;220;1;0.2;0.1;;;;;;;;217.21;-33.13;; 
0;0;Нагр;3490;ПС 220 кВ Талакан;220;1;18.7;1.4;;;;;;;;236.62;-4.48;2;20 
0;0;Нагр;3462;ПС 220 кВ Ледяная/т 2С-220;220;1;5.2;3;;;;;;;;234.69;-16.55;3;5 
0;0;Нагр;1509;Приморская ГРЭС 2СШ 500 кВ;500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Нагр;1506;Приморская ГРЭС П2 500 кВ;500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Нагр;1505;Приморская ГРЭС ОРУ 500 кВ 8АТ;500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Нагр;1504;Приморская ГРЭС ОРУ 500 кВ 7АТ;500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Нагр;1503;Приморская ГРЭС П4 500 кВ (ШР-3);500;0;;;;;;;;653;2;507.18;-24.82;; 
0;0;Нагр;1511;Приморская ГРЭС IСШ 220 кВ;220;0;;;;;;;;;;241.5;-22.59;; 
0;0;Нагр;1515;Приморская ГРЭС IIIСШ 220 кВ;220;0;;;;;;;;;;241.5;-22.59;; 
0;0;Нагр;1517;Приморская ГРЭС ОРУ 110 кВ;110;1;22.2;1;;;;;;;;119.73;-21.78;1;24 
0;0;Нагр;1550;ПС 500 кВ Владивосток т.с. В 500 61, В 500 62;500;0;;;;;;;;;;499.1;-39.15;; 
0;0;Нагр;1551;ПС 500 кВ Владивосток т.с. В 500 42, В 500 61;500;0;;;;;;;;;;499.1;-39.15;; 
0;0;Нагр;1552;ПС 500 кВ Владивосток т.с. В 500 42, В 500 62;500;0;;;;;;;;;;499.11;-39.15;; 
0;0;Нагр;1481;ПС 220 кВ Зеленый Угол 1С 220;220;0;;;;;;;;;;226.6;-45.62;; 
0;0;Нагр;1482;ПС 220 кВ Зеленый Угол 2С 220;220;0;;;;;;;;;;226.6;-45.62;; 
0;0;Нагр;1483;ПС 220 кВ Зеленый Угол с.т. АТ-1;220;0;;;;;;;;;;228.55;-47.54;; 
0;0;Нагр;1484;ПС 220 кВ Зеленый Угол с.т. АТ-2;220;0;;;;;;;;;;228.54;-47.55;; 
0;0;Нагр;1485;ПС 220 кВ Зеленый Угол 1С 110;110;0;;;;;;;;;;120.08;-47.38;; 
0;0;Нагр;1486;ПС 220 кВ Зеленый Угол 2С 110;110;0;;;;;;;;;;120.08;-47.38;; 
0;0;Нагр;1487;ПС 220 кВ Зеленый Угол 1С 10;10;2;1.8;;;;;;;;;10.43;-47.95;;2 
0;0;Нагр;1488;ПС 220 кВ Зеленый Угол 2С 10;10;0;;;;;;;;;;10.43;-47.55;; 
0;0;Нагр;1491;ПС 220 кВ Патрокл 1С 220;220;0;;;;;;;;;;226.75;-45.65;; 
0;0;Нагр;1492;ПС 220 кВ Патрокл 2С 220;220;0;;;;;;;;;;226.75;-45.65;; 
0;0;Нагр;1493;ПС 220 кВ Патрокл с.т. АТ-1;220;0;;;;;;;;;;226.73;-45.88;; 
0;0;Нагр;1494;ПС 220 кВ Патрокл с.т. АТ-2;220;0;;;;;;;;;;226.74;-45.75;; 
0;0;Нагр;1495;ПС 220 кВ Патрокл 1С 110;110;0;;;;;;;;;;119.93;-47.3;; 
0;0;Нагр;1496;ПС 220 кВ Патрокл 2С 110;110;0;;;;;;;;;;119.93;-47.3;; 
0;0;Нагр;1497;ПС 220 кВ Патрокл 1С 10;10;2;1.9;;;;;;;;;10.84;-46.29;;2 
0;0;Нагр;1498;ПС 220 кВ Патрокл 2С 10;10;2;0.9;;;;;;;;;10.84;-45.95;;1 
0;0;Нагр;1500;Приморская ГРЭС 1СШ 500 кВ (ШР-4);500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Ген;1525;Приморская ГРЭС Блок 5;16;2;15.9;11.5;200;51.7;16;-9.5;144.8;;;16;-17.28;12;16 
0;0;Нагр;1521;Приморская ГРЭС Дубль-блок 1;11;0;;;;;10.5;;;;;10.42;-21.78;; 
0;0;Ген;1522;Приморская ГРЭС Дубль-блок 2;11;2;8.8;7;90;16.4;10.5;;97.6;;;10.5;-17.73;7;9 
0;0;Ген;1523;Приморская ГРЭС Дубль-блок 3;11;2;5.3;3.8;60;76.2;10.5;;102;;;10.5;-21.08;4;5 
0;0;Ген;1524;Приморская ГРЭС Дубль-блок 4;11;2;4.5;3.5;60;75;10.5;;102;;;10.5;-21.04;3;5 
0;0;Ген+;1348;Артемовская ТЭЦ ТГ № 8;11;2;10.6;13.3;95;67.5;10.5;5;67.5;;;9.97;-39.92;12;10 
0;1;Ген;1347;Артемовская ТЭЦ ТГ № 7;11;2;10.4;9.3;95;63.3;10.4;5;67.5;;;;;; 
0;0;Ген+;1346;Артемовская ТЭЦ ТГ № 6;11;2;12.5;11.4;95;67.5;10.5;5;67.5;;;10.31;-44.18;11;12 
0;0;Ген;1345;Артемовская ТЭЦ ТГ № 5;11;2;10.4;9.3;95;65.7;10.3;5;67.5;;;10.3;-44.11;9;10 
0;0;Ген;1321;Владивостокская TЭЦ-2 ТГ № 1;11;2;20.4;14.6;65;15.2;10.2;5;78.4;;;10.2;-44.79;14;20 
0;0;Ген;1322;Владивостокская TЭЦ-2 ТГ № 2;11;2;16.2;13;90;25.1;10.3;7;88;;;10.3;-43.33;12;16 
0;0;Ген;1323;Владивостокская TЭЦ-2 ТГ № 3;11;2;7;6.4;95;35;10.4;7;85.4;;;10.4;-43.18;6;7 
0;0;Ген;1324;Владивостокская TЭЦ-2 ТГ № 4;11;2;10.2;8.7;95;68.3;11;5;81.4;;;11;-43.71;10;11 
0;0;Ген;1361;Партизанская ГРЭС ТГ № 1;11;2;6.7;7.2;83;58.6;10.5;-36;83.4;;;10.5;-41.22;7;7 
0;0;Нагр;1362;Партизанская ГРЭС ТГ № 2;11;2;5.5;4.8;;;10;;;;;10;-45.32;4;5 
0;1;Нагр;1325;Владивостокская TЭЦ-2 ТГ № 5;11;2;16.8;12;;;10.2;;;;;;;; 
0;0;Ген;1526;Приморская ГРЭС Блок 6;16;2;14.3;11.6;200;52.2;16;-9.5;144.8;;;16;-17.45;12;14 
0;1;Нагр;1326;Владивостокская TЭЦ-2 ТГ № 6;11;0;;;;;10.1;;;;;;;; 
0;0;Ген+;1723;ПС 220 кВ Горелое СТК-1;11;0;;;;5;10.7;-35;5;;;10.59;-41.39;; 
0;0;Ген+;1724;ПС 220 кВ Горелое СТК-2;11;0;;;;5;10.7;-35;5;;;10.58;-41.38;; 
0;0;Нагр;1527;Приморская ГРЭС Блок 7;16;2;5.5;4.1;;;16.4;;;;;16.45;-22.5;5;6 
0;0;Ген-;1528;Приморская ГРЭС Блок 8;16;2;2.5;1.2;200;-9.5;16.3;-9.5;144.8;;;16.4;-17.88;1;3 
0;0;Ген;1529;Приморская ГРЭС Блок 9;16;2;16.1;11.3;205;87.4;15.8;-9.3;144.7;;;15.8;-18.91;11;16 
0;0;Ген;1535;ПС 500 кВ Дальневосточная СK-1;11;0;0.5;0.2;;24.4;11.2;-60;50;;;11.2;-39.6;;1 
0;0;Ген;1536;ПС 500 кВ Дальневосточная СК-2;11;2;;;;23.9;11.2;-50;50;;;11.2;-39.61;; 
0;0;Ген;1327;Восточная ТЭЦ ТГ-1 ;11;2;5.3;2.6;40;10;10.3;-17.4;33.2;;;10.3;-44.22;2;5 
0;0;Ген;1328;Восточная ТЭЦ ТГ-2;11;2;4;1.9;40;9.3;10.3;-17.4;33.2;;;10.3;-44.09;2;4 
0;0;Ген;1329;Восточная ТЭЦ ТГ-3;11;2;2.9;1.6;40;9.1;10.3;-17.4;33.2;;;10.3;-43.98;2;3 
0;0;Нагр;1228;ПС 110 кВ ЖБИ-130;110;1;2.6;0.9;;;;;;;;116.51;-47.23;1;3 
0;0;Нагр;1141;ПС 110 кВ ХФЗ;110;1;2.4;0.4;;;;;;;;117.93;-45.38;;3 
0;0;Нагр;1252;ПС 110 кВ УKФ;110;1;11.8;7.9;;;;;;;;114.26;-49.4;8;12 
0;0;Нагр;1269;ПС 110 кВ Тереховка;110;1;0.6;0.3;;;;;;;;112.45;-50.71;;1 
0;0;Нагр;1265;ПС 110 кВ Кипарисово;110;1;2.2;0.4;;;;;;;;112.21;-50.98;;2 
0;0;Нагр;3444;ПС 220 кВ Светлая 2 СШ;220;1;31.9;5;;;;;;;;243.69;-11.08;6;34 
0;0;Нагр;4137;РП 110 кВ Хвойный;110;0;;;;;;;;;;115.14;-36.38;; 
0;0;Нагр;1251;ПС 110 кВ Междуречье;110;1;10.8;3.9;;;;;;;;115.24;-48.74;4;11 
0;0;Нагр;1603;ПС 220 кВ Иман 1с 220 кВ;220;0;;;;;;;;;;237.36;-27.93;; 
0;0;Нагр;1604;ПС 220 кВ Иман 2с 220 кВ;220;0;;;;;;;;;;236.93;-28.14;; 
0;0;Нагр;1405;ПС 220 кВ Лесозаводск 1С 220;220;1;15.1;3;;;;;;;;235.48;-31.68;3;16 
0;0;Нагр;1406;ПС 220 кВ Лесозаводск 2С 220;220;1;13.6;3.8;;;;;;;;235.48;-31.68;4;14 
0;0;Нагр;1407;ПС 220 кВ Кировка;220;1;14.4;3.8;;;;;;;;233.98;-35.01;4;15 
0;0;Ген+;1410;ПС 220 кВ Спасск УШР-1;220;0;;;;-3;235;-63;-3;;;233.84;-39.12;; 
0;0;Нагр;1411;ПС 220 кВ Спасск 1СШ 220;220;70114;10.5;;;;;;;;;233.84;-39.12;;11 
0;0;Нагр;1412;ПС 220 кВ Спасск 2СШ 220;220;70114;10.3;2.6;;;;;;-2149;;233.84;-39.12;4;10 
0;0;Нагр;1451;ПС 220 кВ Уссурийск-2 1с 220;220;0;;;;;;;;;;223.68;-42.69;; 
0;0;Нагр;1452;ПС 220 кВ Уссурийск-2 2с 220;220;0;;;;;;;;;;223.68;-42.69;; 
0;0;Нагр;1331;Артемовская ТЭЦ 1СШ 220 кВ;220;0;;;;;;;;;;224.05;-45.04;; 
0;0;Нагр;1332;Артемовская ТЭЦ 2СШ 220 кВ;220;0;;;;;;;;;;224.05;-45.04;; 
0;0;Нагр;1352;ПП 220 кВ Партизанск 2с 220;220;0;;;;;;;;;;222.34;-41.99;; 
0;0;Нагр;1351;ПП 220 кВ Партизанск 1с 220;220;0;;;;;;;;;;222.34;-41.99;; 
0;0;Нагр;1430;ПС 220 кВ Чугуевка ОРУ 220;220;0;;;;;;;;;;233.06;-37.28;; 
0;0;Нагр;1421;ПС 220 кВ К ОРУ 220 кВ;220;0;;;;;;;;;;232.35;-38.98;; 
0;0;Нагр;1300;отп. ПС 110 кВ 1Р/т 2С 110;110;0;;;;;;;;;;119.77;-48;; 
0;0;Нагр;1301;отп. ПС 110 кВ 1Р/т 1С 110;110;0;;;;;;;;;;119.82;-47.9;; 
0;0;Нагр;1302;ПС 110 кВ 1P/т СШ2-110;110;1;10.6;7.5;;;;;;;;119.77;-48;9;11 
0;0;Нагр;1316;отп. ПС 110 кВ Голубинка 1С 110;110;0;;;;;;;;;;119.86;-47.7;; 
0;0;Нагр;1317;отп. ПС 110 кВ Голубинка 2С 110;110;0;;;;;;;;;;119.84;-47.74;; 
0;0;Нагр;1319;Восточная ТЭЦ 1СШ 110 кВ;110;1;;;;;;;;;;120.07;-47.59;; 
0;0;Нагр;1318;Восточная ТЭЦ 2СШ 110 кВ;110;1;;;;;;;;;;120.07;-47.59;; 
0;0;Нагр;1311;Владивостокская TЭЦ-2 1СШ 220 кВ;220;0;;;;;;;;;;226.49;-45.68;; 
0;0;Нагр;1312;Владивостокская TЭЦ-2 2СШ 220 кВ;220;0;;;;;;;;;;226.49;-45.68;; 
0;0;Нагр;1467;ПС 220 кВ Широкая  1С 220 кВ;220;0;;;;;;;;;;217.11;-43.88;; 
0;0;Нагр;1468;ПС 220 кВ Широкая  2С 220 кВ;220;0;;;;;;;;;;217.11;-43.88;; 
0;0;Нагр;1461;ПС 220 кВ Береговая-2 ОРУ 220 кВ;220;0;;;;;;;;;;218.99;-45.44;; 
0;0;Нагр;1463;ПС 220 кВ Береговая-2 с.т. АТ-1;220;0;;;;;;;;;;211.61;-49.29;; 
0;0;Нагр;1464;ПС 220 кВ Береговая-2 с.т. АТ-2;220;0;;;;;;;;;;211.32;-49.39;; 
0;0;Нагр;1431;ПС 220 кВ Арсеньев-2 1С 220 кВ;220;0;;;;;;;;;;228.02;-39.89;; 
0;0;Нагр;1432;ПС 220 кВ Арсеньев-2 2С 220 кВ;220;0;;;;;;;;;;228.02;-39.89;; 
0;0;Нагр;3808;ПС 220 кВ Лопча 2С ОРУ 35 кВ ;35;2;;;;;;;;13493;;36.51;-29.37;; 
0;0;Нагр;1513;Приморская ГРЭС с.т. 3АТ;220;0;;;;;;;;;;243.59;-22.09;; 
0;0;Нагр;1514;Приморская ГРЭС с.т. 4АТ;220;0;;;;;;;;;;243.69;-22.06;; 
0;0;Нагр;1335;Артемовская ТЭЦ с.т. 7АТ №1, 2;220;0;;;;;;;;;;222.38;-45.89;; 
0;0;Нагр;1161;ПС 220 кВ Береговая-2 1С 110;110;0;;;;;;;;;;118.15;-49.05;; 
0;0;Нагр;1162;ПС 220 кВ Береговая-2 2С 110;110;0;;;;;;;;;;118.15;-49.05;; 
0;0;Нагр;1473;ПС 220 кВ Береговая-2  1С 6;6;2;9.1;2.5;;;;;;;;6;-51.51;2;9 
0;0;Нагр;1474;ПС 220 кВ Береговая-2  2С 6;6;2;9.2;2;;;;;;;;6;-51.67;2;9 
0;0;Нагр;1179;ПС 110 кВ С-55;110;1;7.5;3;;;;;;;;115.79;-49.43;3;8 
0;0;Нагр;1292;ПС 110 кВ Амурская;110;1;12.6;1.3;;;;;;;;119.74;-47.95;1;13 
0;0;Нагр;1183;ПС 110 кВ Смоляниново/т;110;1;13.2;20.8;;;;;;;;116.8;-48.57;23;14 
0;0;Нагр;1180;ПС 110 кВ Промысловка;110;1;14.5;3.1;;;;;;;;116.47;-49.53;3;15 
0;0;Нагр;1111;ПС 220 кВ Спасск 1СШ 110;110;70111;27.7;8.5;;;;;;;;122.33;-43.14;13;31 
0;0;Нагр;1112;ПС 220 кВ Спасск 2СШ 110;110;70112;16;3.9;;;;;;;;122.33;-43.14;7;18 
0;0;Нагр;1119;ПС 110 кВ Ключи 1С 110 кВ;110;1;0.1;;;;;;;;;121.41;-43.7;; 
0;0;Нагр;1223;ПС 110 кВ Черниговка;110;1;5.1;2;;;;;;;;118.91;-44.93;2;5 
0;0;Нагр;1225;ПС 110 кВ Ярославка 1СШ 110;110;1;2.2;0.8;;;;;;;;116.2;-46.47;1;2 
0;0;Нагр;1226;ПС 110 кВ Ярославка 2СШ 110;110;1;4.7;1.7;;;;;;;;116.2;-46.47;2;5 
0;0;Нагр;1135;ПС 110 кВ М;110;1;11.7;4.5;;;;;;;;115.24;-45.92;5;12 
0;0;Нагр;1134;ПС 110 кВ Реттиховка;110;1;1;0.4;;;;;;;;117.38;-44.62;;1 
0;0;Нагр;1129;ПС 110 кВ Арсеньев-1;110;1;32.7;13.8;;;;;;;;119.28;-43.19;16;35 
0;0;Нагр;1130;ПС 220 кВ Чугуевка ОРУ 110;110;1;17.4;5.7;;;;;;;;115.4;-45.35;6;18 
0;0;Нагр;1230;ПС 110 кВ Павловка-1;110;1;10.8;4;;;;;;;;116.31;-46.87;4;11 
0;0;Нагр;1151;ПС 220 кВ Уссурийск-2 1СШ 110;110;70101;26.9;6.3;;;;;;;;117.68;-47.22;9;29 
0;0;Нагр;1152;ПС 220 кВ Уссурийск-2 2СШ 110;110;70101;14.8;3.9;;;;;;;;117.68;-47.22;5;16 
0;0;Нагр;1261;ПС 110 кВ Уссурийск/т;110;1;21;19.6;;;;;;;;114.76;-47.97;21;22 
0;0;Нагр;1255;ПС 110 кВ Уссурийск-1 1СШ 110 кВ;110;1;21;6.2;;;;;;;;113.25;-50.17;7;21 
0;0;Нагр;1209;ПС 110 кВ Полевая;110;1;17.5;6.8;;;;;;;;112.97;-49.04;7;18 
0;0;Нагр;1208;ПС 110 кВ Липовцы;110;1;24;9.3;;;;;;;;111.57;-49.15;10;24 
0;0;Нагр;1205;ПС 110 кВ Хороль;110;1;12;4.5;;;;;;;;113.14;-47.81;5;12 
0;0;Нагр;1171;ПС 110 кВ Екатериновка;110;1;15.5;5.6;;;;;;;;116.44;-46.37;6;16 
0;0;Нагр;1172;ПС 110 кВ Угольная;110;1;31.2;11.9;;;;;;;;114.91;-47.59;13;32 
0;0;Нагр;3806;ПС 220 кВ Юктали 2С ОРУ 35 кВ;35;2;2.1;0.1;;;;;;;;33.12;-32.57;;2 
0;0;Нагр;1354;Партизанская ГPЭС II СШ-110;110;0;;;;;;;;;;118.57;-45.05;; 
0;0;Нагр;1174;ПС 110 кВ Голубовка;110;1;10.8;2.2;;;;;;;;116.1;-47.6;2;11 
0;0;Нагр;1280;ПС 110 кВ Муравейка;110;1;4.7;1.3;;;;;;;;118.98;-48.17;2;5 
0;0;Нагр;1333;Артемовская ТЭЦ 1СШ 110 кВ;110;1;27.4;12.3;;;;;;;;118.85;-48.18;14;29 
0;0;Нагр;1334;Артемовская ТЭЦ 2СШ 110 кВ;110;1;27.6;12.5;;;;;;;;118.85;-48.18;14;29 
0;0;Нагр;1253;ПС 110 кВ Кожзавод 1С 110;110;1;11.4;2.7;;;;;;;;112.91;-50.33;3;12 
0;0;Нагр;1254;ПС 110 кВ Кожзавод 2С 110;110;1;9.3;2.7;;;;;;;;112.91;-50.33;3;9 
0;0;Нагр;1420;ПС 220 кВ Высокогорск;220;1;;;;;;;;;;231.84;-39.39;; 
0;0;Нагр;1143;ПС 110 кВ Вокзальная/т;110;1;17.9;16.6;;;;;;;;117.48;-45.63;19;19 
0;0;Нагр;1276;отп. ПС 110 кВ Штыково 2С 110;110;0;;;;;;;;;;118.28;-48.33;; 
0;0;Нагр;1259;ПС 110 кВ Казармы;110;1;8;1.8;;;;;;;;113.27;-50.48;2;8 
0;0;Нагр;1263;ПС 110 кВ Западная 1СШ 110;110;1;39.8;12.8;;;;;;;;113.44;-50.4;14;41 
0;0;Нагр;1264;ПС 110 кВ Западная 2СШ 110;110;1;25.4;8.6;;;;;;;;113.44;-50.4;9;26 
0;0;Нагр;1275;отп. ПС 110 кВ Штыково 1С 110;110;0;;;;;;;;;;118.29;-48.32;; 
0;0;Нагр;1147;ПС 110 кВ Анисимовка/т;110;1;12.9;17.7;;;;;;;;115.54;-46.84;19;13 
0;0;Нагр;1144;ПС 110 кВ Фридман/т;110;1;5.2;5.7;;;;;;;;116.36;-46.17;6;5 
0;0;Нагр;1267;ПС 110 кВ Раздольное-1;110;1;8.6;2.2;;;;;;;;111.7;-51.2;2;9 
0;0;Нагр;1268;ПС 110 кВ Пушкинская 2С 110 кВ;110;1;;;;;;;;;;111.27;-51.5;; 
0;0;Нагр;1802;ПС 110 кВ Раздольное-2;110;1;1.1;0.4;;;;;;;;111.73;-51.19;;1 
0;0;Нагр;1266;ПС 110 кВ Давыдовка;110;1;32.3;8.5;;;;;;;;109.66;-52.54;8;32 
0;0;Нагр;1282;ПС 110 кВ Горностай;110;1;4.1;1.4;;;;;;;;119.88;-47.55;2;4 
0;0;Нагр;1423;ПС 220 кВ Горелое ОРУ 220 кВ;220;0;;;;;;;;;;231.22;-39.73;; 
0;0;Нагр;1425;ПС 220 кВ Горелое с.т. АТ-1;220;0;;;;;;;;;;229.77;-41.38;; 
0;0;Нагр;1424;ПС 220 кВ Горелое с.т. АТ-2;220;0;;;;;;;;;;229.78;-41.37;; 
0;0;Нагр;1262;ПС 110 кВ Надеждинская/т;110;1;8.9;7.9;;;;;;;;113.22;-49.88;8;9 
0;0;Нагр;1270;ПС 110 кВ Шахта-7;110;1;22.2;8.2;;;;;;;;114.76;-49.84;9;23 
0;0;Нагр;1278;ПС 110 кВ Спутник;110;1;26.6;5.7;;;;;;;;117.82;-49.12;6;28 
0;0;Нагр;1355;ПС 220 кВ Волна 1С 110;110;1;7.6;0.7;;;;;;;;120;-48.03;1;8 
0;0;Нагр;1356;ПС 220 кВ Волна 2С 110;110;1;6.3;0.5;;;;;;;;120;-48.03;1;7 
0;0;Нагр;1459;ПС 220 кВ Волна 3С 6 кВ, 5С 6 кВ;6;2;16.5;4.1;;;;;;;;5.99;-50.92;4;16 
0;0;Нагр;1460;ПС 220 кВ Волна 4С 6 кВ, 6С 6 кВ;6;2;14;3.6;;;;;;;;6;-50.55;4;14 
0;0;Нагр;1289;ПС 110 кВ 2Р 1С 110;110;1;15;3.8;;;;;;;;119.96;-47.79;4;16 
0;0;Нагр;1290;ПС 110 кВ 2Р 2С 110;110;1;14.5;3.3;;;;;;;;119.96;-47.79;4;15 
0;0;Нагр;1291;ПС 110 кВ 1P/т СШ1-110;110;0;;;;;;;;;;119.82;-47.9;; 
0;0;Нагр;1293;ПС 110 кВ ВTЭЦ-1 1С 110;110;1;7.8;2.3;;;;;;;;119.72;-47.89;3;8 
0;0;Нагр;1294;ПС 110 кВ ВTЭЦ-1 2С 110;110;1;8.9;2.6;;;;;;;;119.72;-47.89;3;9 
0;0;Нагр;1283;ПС 110 кВ А 1С 110;110;1;14.1;5.1;;;;;;;;120.12;-47.31;6;15 
0;0;Нагр;1284;ПС 110 кВ А 2С 110;110;1;34.2;12.9;;;;;;;;120.12;-47.31;15;36 
0;0;Нагр;1247;ПС 110 кВ Мингородок 1С 110;110;1;8.2;1.6;;;;;;;;120.03;-47.52;2;9 
0;0;Нагр;1248;ПС 110 кВ Мингородок 2С 110;110;1;13.2;2.8;;;;;;;;120.03;-47.52;3;14 
0;0;Нагр;1176;ПС 110 кВ Находка/т;110;1;6.5;8.2;;;;;;;;116.3;-47.29;9;7 
0;0;Нагр;1170;ПС 110 кВ Находка 2СШ 110;110;1;32.4;5.8;;;;;;;;116.13;-48.22;6;34 
0;0;Нагр;1177;ПС 110 кВ Находка 1СШ 110;110;1;12.8;2.6;;;;;;;;116.13;-48.22;3;13 
0;0;Нагр;1167;ПС 220 кВ Широкая  1С 110 кВ;110;1;20;6.6;;;;;;;;117.55;-47.29;7;21 
0;0;Нагр;1168;ПС 220 кВ Широкая  2С 110 кВ;110;1;14.4;5.5;;;;;;;;117.55;-47.29;6;15 
0;0;Нагр;1277;ПС 110 кВ Промузел;110;1;19.2;4.5;;;;;;;;117.7;-49.09;5;20 
0;0;Нагр;1178;ПС 110 кВ Волчанец;110;1;10.7;2.9;;;;;;;;115.56;-48.99;3;11 
0;0;Нагр;1181;ПС 110 кВ Береговая-1;110;1;10.6;2.2;;;;;;;;118;-49.08;3;11 
0;0;Нагр;1313;Владивостокская TЭЦ-2 1СШ 110 кВ;110;0;;;;;;;;;;120.35;-47.07;; 
0;0;Нагр;1314;Владивостокская TЭЦ-2 2СШ 110 кВ;110;1;;;;;;;;;;120.35;-47.07;; 
0;0;Нагр;1136;ПС 110 кВ Сибирцево/т;110;1;15.8;19.3;;;;;;;;114.93;-46.29;21;16 
0;0;Нагр;1173;ПС 110 кВ Восточная/т;110;1;1.5;6.4;;;;;;;;114.95;-47.58;7;2 
0;0;Нагр;1512;Приморская ГРЭС IIСШ 220 кВ;220;0;;;;;;;;;;241.5;-22.59;; 
0;0;Нагр;1639;ПС 220 кВ НПС-38 1С 220;220;1;3.2;0.6;;;;;;;;237.66;-28.52;1;3 
0;0;Нагр;1537;ПС 500 кВ Дальневосточная 1С 220;220;0;;;;;;;;;;231.83;-39.42;; 
0;0;Нагр;1538;ПС 500 кВ Дальневосточная 2С 220;220;0;;;;;;;;;;231.83;-39.42;; 
0;0;Нагр;1621;ПС 220 кВ Русская 1С 220;220;0;;;;;;;;;;226.79;-45.66;; 
0;0;Нагр;1622;ПС 220 кВ Русская 2С 220;220;0;;;;;;;;;;226.79;-45.66;; 
0;0;Нагр;1623;ПС 220 кВ Русская с.т. АТ-1;220;0;;;;;;;;;;225.74;-46.61;; 
0;0;Нагр;1624;ПС 220 кВ Русская с.т. АТ-2;220;0;;;;;;;;;;227.4;-45.92;; 
0;1;Нагр;1625;ПС 220 кВ Русская 1С 110;110;0;;;;;;;;;;;;; 
0;1;Нагр;1626;ПС 220 кВ Русская 2С 110;110;0;;;;;;;;;;;;; 
